nominaldiameter,facilityid,capacity_notes,life,rehab_project,capacity,feet_len,material,design_link,name,comment,install_date,sliplined,maintenance,objectid,rehab_year
8,J0913_J0914,,Active,,Less than 50 pct obligated,194.33581909,PVC,,Meadow Creek Subdivision Phase 4,,2006,,City of Bozeman,1200,
8,J0909_J0908,,Active,,Less than 50 pct obligated,197.38291287,PVC,,Meadow Creek Subdivision Phase 4,,2006,,City of Bozeman,1201,
8,J0910_J0909,,Active,,Less than 50 pct obligated,247.39010019,PVC,,Meadow Creek Subdivision Phase 4,,2006,,City of Bozeman,1202,
8,J0911_J0910,,Active,,Less than 50 pct obligated,246.50609468,PVC,,Meadow Creek Subdivision Phase 4,,2006,,City of Bozeman,1203,
8,C0128_C0133,,Active,,Less than 50 pct obligated,402.32976717,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1204,
8,C0133_C0134,,Active,,Less than 50 pct obligated,400.73158895,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1205,
8,D0138_D0137,,Active,,Less than 50 pct obligated,310.40490778,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1206,
8,D0137_D0136,,Active,,Less than 50 pct obligated,234.52677562,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1207,
8,D0136_D0135,,Active,,Less than 50 pct obligated,234.44714865,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1208,
8,D0135_D0134,,Active,,Less than 50 pct obligated,500.85250821,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1209,
8,D0134_D0123,,Active,,Less than 50 pct obligated,318.83006704,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1210,
8,C0119_C0118,,Active,,Less than 50 pct obligated,119.93586035,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1211,
8,C0118_C0117,,Active,,Less than 50 pct obligated,153.36307821,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1212,
8,C0117_C0116,,Active,,Less than 50 pct obligated,52.20293421,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1213,
8,C0116_C0115,,Active,,Less than 50 pct obligated,65.92437138,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1214,
8,C0115_C0114,,Active,,Less than 50 pct obligated,182.65726409,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1215,
8,C0114_C0113,,Active,,Less than 50 pct obligated,59.60897913,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1216,
8,C0113_C0112,,Active,,Less than 50 pct obligated,61.33840148,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1217,
8,C0111_C0112,,Active,,Less than 50 pct obligated,44.22649105,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1218,
8,C0112_C0110,,Active,,Less than 50 pct obligated,190.94248513,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1219,
8,C0110_C0108,,Active,,Less than 50 pct obligated,254.69452915,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1220,
8,C0109_C0108,,Active,,Less than 50 pct obligated,184.89789974,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1221,
8,C0108_C0107,,Active,,Less than 50 pct obligated,135.14417027,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1222,
8,C0107_C0127,,Active,,Less than 50 pct obligated,93.37386387,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1223,
8,C0130_C0129,,Active,,Less than 50 pct obligated,60.80855955,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1224,
8,H0379_H0377,,Active,,Less than 50 pct obligated,329.93059195,PVC,,Oak Meadows Subdivision,,2007,,City of Bozeman,1225,
8,H0377_H0376,,Active,,Less than 50 pct obligated,176.26357789,PVC,,Oak Meadows Subdivision,,2007,,City of Bozeman,1226,
8,H0378_H0377,,Active,,Less than 50 pct obligated,87.61132752,PVC,,Oak Meadows Subdivision,,2007,,City of Bozeman,1227,
8,H0373_H0374,,Active,,Less than 50 pct obligated,265.34133245,PVC,,Oak Meadows Subdivision,,2007,,City of Bozeman,1228,
12,I0920_I0921,,Active,,Less than 50 pct obligated,371.1547745,PVC,,Meadow Creek Subdivision Phase 2,,2006,,City of Bozeman,1229,
8,K0151_K0150,,Active,,Less than 50 pct obligated,181.24730379,PVC,,Baxter Meadows Subdivision,,2002,,City of Bozeman,1230,
8,K0213_K0212,,Active,,Less than 50 pct obligated,103.24751494,PVC,,Pebble Brook Condominiums,,2007,,City of Bozeman,1231,
8,K0212_K0129,,Active,,Less than 50 pct obligated,27.32868472,PVC,,Pebble Brook Condominiums,,2007,,City of Bozeman,1232,
8,K0129_K0103,,Active,,Less than 50 pct obligated,184.98446931,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,1233,
8,K0211_K0129,,Active,,Less than 50 pct obligated,198.16150548,PVC,,Pebble Brook Condominiums,,2007,,City of Bozeman,1234,
8,I0576B_I0576A,,Active,,Less than 50 pct obligated,210.79854325,PVC,,Rosa Johnson Apartments,,2007,,City of Bozeman,1235,
8,I0576A_I0576,,Active,,Less than 50 pct obligated,34.35261842,PVC,,Rosa Johnson Apartments,,2007,,City of Bozeman,1236,
8,C0122_C0120,,Active,,Less than 50 pct obligated,110.59773656,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1237,
8,C0120_C0119,,Active,,Less than 50 pct obligated,91.02691081,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1238,
8,J0253_J0252,,Active,,Less than 50 pct obligated,399.05101956,PVC,,West Winds Ph 3,,2007,,City of Bozeman,1239,
8,J0255_J0254,,Active,,Less than 50 pct obligated,257.34895851,PVC,,West Winds Ph 3,,2007,,City of Bozeman,1240,
8,J0256_J0255,,Active,,Less than 50 pct obligated,255.04785309,PVC,,West Winds Ph 3,,2007,,City of Bozeman,1241,
8,J0258_J0256,,Active,,Less than 50 pct obligated,220.19165254,PVC,,West Winds Ph 3,,2007,,City of Bozeman,1242,
8,J0260_J0259,,Active,,Less than 50 pct obligated,143.2222864,PVC,,West Winds Ph 3,,2007,,City of Bozeman,1243,
12,K0614_K0540,,Active,,Less than 50 pct obligated,301.56789247,PVC,,Loyal Garden Off-Site Improvements,,2007,,City of Bozeman,1244,
12,K0615_K0614,,Active,,Less than 50 pct obligated,112.826306,PVC,,Loyal Garden Off-Site Improvements,,2007,,City of Bozeman,1245,
8,STUBE_E0209,,Active,,Less than 50 pct obligated,16.40416668,PVC,,SID 587,Not on plans - tv'd request to add data,1979,,City of Bozeman,1246,
8,N0333_N0335,,Active,,Less than 50 pct obligated,268.69754976,PVC,,Ebbighausen Homes,,2004,,City of Bozeman,1247,
8,D0141_D0123,,Active,,Less than 50 pct obligated,410.39537012,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1248,
8,D0140_D0141,,Active,,Less than 50 pct obligated,199.12970181,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1249,
8,D0139_D0140,,Active,,Less than 50 pct obligated,240.31918559,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1250,
8,D0144_D0143,,Active,,Less than 50 pct obligated,135.32161746,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1251,
8,D0142_D0134,,Active,,Less than 50 pct obligated,265.86431722,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1252,
8,D0143_D0142,,Active,,Less than 50 pct obligated,220.01537338,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1253,
8,D0145_D0144,,Active,,Less than 50 pct obligated,87.0627743,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1254,
8,D0146_D0145,,Active,,Less than 50 pct obligated,75.48392841,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1255,
8,D0147_D0146,,Active,,Less than 50 pct obligated,49.80903395,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1256,
8,D0150_D0149,,Active,,Less than 50 pct obligated,115.03748625,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1257,
8,D0148_D0146,,Active,,Less than 50 pct obligated,139.98143614,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1258,
8,D0149_D0148,,Active,,Less than 50 pct obligated,121.54412193,PVC,,Legends II Subdivision Phase 1,,2007,,City of Bozeman,1259,
8,K0350_K0348,,Active,,Less than 50 pct obligated,148.23276422,PVC,,Oak Springs Subdivision Phase 3,,2007,,City of Bozeman,1260,
8,K0355_K0353,,Active,,Less than 50 pct obligated,350.30882472,PVC,,Oak Springs Subdivision Phase 3,,2007,,City of Bozeman,1261,
8,K0352_K0350,,Active,,Less than 50 pct obligated,335.09218175,PVC,,Oak Springs Subdivision Phase 3,,2007,,City of Bozeman,1262,
8,K0353_K0350,,Active,,Less than 50 pct obligated,291.32646359,PVC,,Oak Springs Subdivision Phase 3,,2007,,City of Bozeman,1263,
8,K0351_K0350,,Active,,Less than 50 pct obligated,399.3178552,PVC,,Oak Springs Subdivision Phase 3,,2007,,City of Bozeman,1264,
8,K0354_K0353,,Active,,Less than 50 pct obligated,397.74004412,PVC,,Oak Springs Subdivision Phase 3,,2007,,City of Bozeman,1265,
8,I0237_I0119,,Active,,Less than 50 pct obligated,108.0410795,PVC,,Baxter Springs,,2007,,City of Bozeman,1266,
8,I0238_I0237,,Active,,Less than 50 pct obligated,57.2753005,PVC,,Baxter Springs,,2007,,City of Bozeman,1267,
8,I0239_I0238,,Active,,Less than 50 pct obligated,70.6030392,PVC,,Baxter Springs,,2007,,City of Bozeman,1268,
8,I0243_I0238,,Active,,Less than 50 pct obligated,347.37247634,PVC,,Baxter Springs,,2007,,City of Bozeman,1269,
8,I0242_I0243,,Active,,Less than 50 pct obligated,287.31561474,PVC,,Baxter Springs,,2007,,City of Bozeman,1270,
8,I0240_I0239,,Active,,Less than 50 pct obligated,393.41453994,PVC,,Baxter Springs,,2007,,City of Bozeman,1271,
8,I0241_I0240,,Active,,Less than 50 pct obligated,297.16421608,PVC,,Baxter Springs,,2007,,City of Bozeman,1272,
8,STUBS_I0241,,Active,,Less than 50 pct obligated,36.59992683,PVC,,Baxter Springs,,2007,,City of Bozeman,1273,
8,M0618_M0619,,Active,,Less than 50 pct obligated,196.13095165,PVC,,Loyal Gardens,,2007,,City of Bozeman,1274,
8,M0617_M0618,,Active,,Less than 50 pct obligated,252.96278006,PVC,,Loyal Gardens,,2007,,City of Bozeman,1275,
8,M0602_M0616,,Active,,Less than 50 pct obligated,130.07557297,PVC,,Loyal Gardens,,2007,,City of Bozeman,1276,
8,M0616_M0617,,Active,,Less than 50 pct obligated,62.90626507,PVC,,Loyal Gardens,,2007,,City of Bozeman,1277,
8,M0615_M0619,,Active,,Less than 50 pct obligated,329.5493426,PVC,,Loyal Gardens,,2007,,City of Bozeman,1278,
8,M0611_M0615,,Active,,Less than 50 pct obligated,275.32774392,PVC,,Loyal Gardens,,2007,,City of Bozeman,1279,
8,M0610_M0611,,Active,,Less than 50 pct obligated,263.25606363,PVC,,Loyal Gardens,,2007,,City of Bozeman,1280,
8,M0601_M0602,,Active,,Less than 50 pct obligated,373.66555508,PVC,,Loyal Gardens,,2007,,City of Bozeman,1281,
8,M0614_M0613,,Active,,Less than 50 pct obligated,167.82511963,PVC,,Loyal Gardens,,2007,,City of Bozeman,1282,
8,M0613_M0612,,Active,,Less than 50 pct obligated,260.10824197,PVC,,Loyal Gardens,,2007,,City of Bozeman,1283,
8,M0612_M0603,,Active,,Less than 50 pct obligated,154.99853972,PVC,,Loyal Gardens,,2007,,City of Bozeman,1284,
8,H0915_H0904,,Active,,Less than 50 pct obligated,298.93878145,PVC,,Alder Creek Subdivision Phase 4,2007,2007,,City of Bozeman,1285,
8,H0913_H0912,,Active,,Less than 50 pct obligated,195.27603645,PVC,,Alder Creek Subdivision Phase 4,2007,2007,,City of Bozeman,1286,
8,H0911_H0912,,Active,,Less than 50 pct obligated,198.80184828,PVC,,Alder Creek Subdivision Phase 4,2007,2007,,City of Bozeman,1287,
8,H0909_H0904,,Active,,Less than 50 pct obligated,393.74628091,PVC,,Alder Creek Subdivision Phase 4,2007,2007,,City of Bozeman,1288,
8,H0910_H0909,,Active,,Less than 50 pct obligated,320.02870498,PVC,,Alder Creek Subdivision Phase 4,2007,2007,,City of Bozeman,1289,
8,H0912_H0914,,Active,,Less than 50 pct obligated,389.24877586,PVC,,Alder Creek Subdivision Phase 4,2007,2007,,City of Bozeman,1290,
8,H0914_H0915,,Active,,Less than 50 pct obligated,385.83553655,PVC,,Alder Creek Subdivision Phase 4,2007,2007,,City of Bozeman,1291,
8,L04123_L0423,,Active,,Less than 50 pct obligated,126.84926376,PVC,,Bronze Leaf Condos,,2007,,City of Bozeman,1292,
8,L04124_L04123,,Active,,Less than 50 pct obligated,63.63210275,PVC,,Bronze Leaf Condos,,2007,,City of Bozeman,1293,
8,L04125_L04124,,Active,,Less than 50 pct obligated,33.06459789,PVC,,Bronze Leaf Condos,,2007,,City of Bozeman,1294,
8,C0134_C0135,,Active,,Less than 50 pct obligated,399.73249849,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1295,
8,C0136_D0138,,Active,,Less than 50 pct obligated,402.08946641,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1296,
8,C0135_C0136,,Active,,Less than 50 pct obligated,396.58568162,PVC,,Creekwood Subdivision,,2006,,City of Bozeman,1297,
8,K0349_K0347,,Active,,Less than 50 pct obligated,262.40749583,PVC,,Oak Springs Subdivision Phase 2,,2007,,City of Bozeman,1298,
8,L0151_L0155,,Active,,Less than 50 pct obligated,239.83945672,PVC,,Baxter Meadows Subdivision Phase 3,,2007,,City of Bozeman,1299,
8,L0152_L0151,,Active,,Less than 50 pct obligated,109.76497626,PVC,,Baxter Meadows Subdivision Phase 3,,2007,,City of Bozeman,1300,
8,L0153_L0152,,Active,,Less than 50 pct obligated,83.00597315,PVC,,Baxter Meadows Subdivision Phase 3,,2007,,City of Bozeman,1301,
12,K0214_K0159,,Active,,Less than 50 pct obligated,169.34391422,PVC,,Baxter Meadows Subdivision Phase 2A1,,2004,,City of Bozeman,1302,
10,F0752_F0781,,Active,,Less than 50 pct obligated,294.46068835,PVC,,SID 511,,1972,,City of Bozeman,1303,
10,F0781_F0753,,Active,,Less than 50 pct obligated,293.72564467,PVC,,SID 511,,1972,,City of Bozeman,1304,
8,J0117_J0116,,Active,,Less than 50 pct obligated,206.26586292,PVC,,Baxter Square Sub Ph 2,,2005,,City of Bozeman,1307,
10,M0345_L0422,,Active,,Less than 50 pct obligated,80.61052835,PVC,,Laurelglen Subdivision Phase 1,,2004,,City of Bozeman,1308,
8,M0619_M0620,,Active,,Less than 50 pct obligated,25.38738232,PVC,,Loyal Gardens,,2007,,City of Bozeman,1310,
8,M0622_M0621,,Active,,Less than 50 pct obligated,336.41269432,PVC,,Loyal Gardens,,2007,,City of Bozeman,1311,
8,M0621_M0620,,Active,,Less than 50 pct obligated,224.60257539,PVC,,Loyal Gardens,,2007,,City of Bozeman,1312,
8,M0620_LSLOYAL,,Active,,Less than 50 pct obligated,8.94643748,PVC,,Loyal Gardens,,2007,,City of Bozeman,1313,
10,I0377_I0378,,Active,,Less than 50 pct obligated,186.77029767,PVC,,Durston Meadows Subdivision Phase 1,,1996,,City of Bozeman,1314,
10,I0376_I0377,,Active,,Less than 50 pct obligated,210.82563573,PVC,,Durston Meadows Subdivision Phase 1,,1996,,City of Bozeman,1315,
8,I03126_I0377,,Active,,Less than 50 pct obligated,199.64048047,PVC,,Durston Meadows Condominium Park,,2002,,City of Bozeman,1316,
6,STUBE_G0673,"6"" or smaller main",Active,,Greater than 75 pct obligated,130.75741395,VCP,,SID 261,,1927,,City of Bozeman,1317,
21,F0207_F0211,,Active,,Less than 50 pct obligated,264.65800344,VCP,,WPCA 125,,1969,,City of Bozeman,1318,
8,J5020_J0066,,Active,,Less than 50 pct obligated,52.07652221,PVC,,Cattail Creek Subdivision Phase 3,,2005,,City of Bozeman,1319,
8,J5019_J5018,,Active,,Less than 50 pct obligated,137.17008731,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1320,
8,J5030_J5031,,Active,,Less than 50 pct obligated,280.00927296,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1321,
8,J5031_J5019,,Active,,Less than 50 pct obligated,279.59035979,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1322,
8,J5016_LSCATTAIL,,Active,,Less than 50 pct obligated,20.65563443,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1323,
8,J5018_J5017,,Active,,Less than 50 pct obligated,146.92859653,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1324,
8,J5017_J5016,,Active,,Less than 50 pct obligated,65.50202362,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1325,
8,J5025_J5024,,Active,,Less than 50 pct obligated,124.56587017,DI,,Cattail Lake Subdivision,,2007,,City of Bozeman,1326,
8,J5024_J5023,,Active,,Less than 50 pct obligated,371.97610425,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1327,
8,J5023_J5022,,Active,,Less than 50 pct obligated,189.38013722,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1328,
8,J5022_J5021,,Active,,Less than 50 pct obligated,206.14506555,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1329,
8,J5021_J5018,,Active,,Less than 50 pct obligated,167.98622705,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1330,
8,I0248_I0247,,Active,,Less than 50 pct obligated,64.54749494,PVC,,Stoneridge Square PUD Tschache Ln Improvements,,2007,,City of Bozeman,1331,
8,I0247_I0246,,Active,,Less than 50 pct obligated,117.88875167,PVC,,Stoneridge Square PUD Tschache Ln Improvements,,2007,,City of Bozeman,1332,
8,I0246_I0245,,Active,,Less than 50 pct obligated,161.05212424,PVC,,Stoneridge Square PUD Tschache Ln Improvements,,2007,,City of Bozeman,1333,
8,I0245_I0244,,Active,,Less than 50 pct obligated,134.12262555,PVC,,Stoneridge Square PUD Tschache Ln Improvements,,2007,,City of Bozeman,1334,
8,I0231_I0218,,Active,,Less than 50 pct obligated,59.82625112,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1335,
8,I0227_I0205,,Active,,Less than 50 pct obligated,72.60570939,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1336,
8,I0226_I0227,,Active,,Less than 50 pct obligated,131.69195065,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1337,
8,I0225_I0226,,Active,,Less than 50 pct obligated,122.84501641,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1338,
8,I0233_I0234,,Active,,Less than 50 pct obligated,289.18339387,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1339,
8,I0232_I0233,,Active,,Less than 50 pct obligated,168.29103636,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1340,
8,I0201_I0233,,Active,,Less than 50 pct obligated,201.94788905,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1341,
8,I0234_I0225,,Active,,Less than 50 pct obligated,258.67173308,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1342,
8,I0228_I0225,,Active,,Less than 50 pct obligated,55.25466976,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1343,
8,I0235_I0236,,Active,,Less than 50 pct obligated,290.23665227,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1344,
8,I0236_I0228,,Active,,Less than 50 pct obligated,49.31026245,PVC,,Stoneridge Square Commercial Subdivision,,2007,,City of Bozeman,1345,
8,H0449_G0407,,Active,,Less than 50 pct obligated,217.48103153,AC,,,,UNK,,City of Bozeman,1346,
6,G0407_G0417,"6"" or smaller main",Active,,Greater than 75 pct obligated,136.48791748,VCP,,SID 492,Split flow,1969,,City of Bozeman,1347,
8,H0450_H0449,,Active,,Less than 50 pct obligated,125.4980684,AC,,,,UNK,,City of Bozeman,1348,
8,H0451_H0450,,Active,,Less than 50 pct obligated,164.85882817,AC,,,,UNK,,City of Bozeman,1349,
8,H0452_H0451,,Active,,Less than 50 pct obligated,141.96142963,AC,,,,UNK,,City of Bozeman,1350,
12,G0419_G0420,,Active,,Less than 50 pct obligated,177.97244559,VCP,,Tenth Avenue Sanitary Trunk Sewer,,1954,,City of Bozeman,1351,
8,H0447_G0409,,Abandoned,,Less than 50 pct obligated,260.30156121,AC,,,,UNK,,Other,1352,
6,H0448_H0447,"6"" or smaller main",Abandoned,,Greater than 75 pct obligated,250.5573048,VCP,,,,UNK,,Other,1353,
8,E0618_E0617,,Active,,Less than 50 pct obligated,326.52028221,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1354,
8,E0757_E0619,,Active,,Less than 50 pct obligated,229.07461153,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1355,
8,E0759_E0757,,Active,,Less than 50 pct obligated,81.52430694,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1356,
8,E0762_E0761,,Active,,Less than 50 pct obligated,266.74407705,PVC,,Kenyon Drive Extension,,2007,,City of Bozeman,1357,
8,E0761_E0760,,Active,,Less than 50 pct obligated,170.62681202,PVC,,Kenyon Drive Extension,,2007,,City of Bozeman,1358,
8,E0760_E0757,,Active,,Less than 50 pct obligated,191.97632601,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1359,
8,E0758_E0757,,Active,,Less than 50 pct obligated,244.4969787,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1360,
8,E0753_E0752,,Active,,Less than 50 pct obligated,396.86435757,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1361,
8,E0752_E0625,,Active,,Less than 50 pct obligated,313.36395699,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1362,
8,E0625_E0623,,Active,,Less than 50 pct obligated,144.41257788,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1363,
8,E0754_E0624,,Active,,Less than 50 pct obligated,262.00542666,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1364,
8,E0756_E0755,,Active,,Less than 50 pct obligated,318.93563723,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1365,
8,E0755_E0754,,Active,,Less than 50 pct obligated,187.24900951,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1366,
8,E0621_E0620,,Active,,Less than 50 pct obligated,250.9508595,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1367,
8,E0619_E0618,,Active,,Less than 50 pct obligated,229.49935277,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1368,
8,E0620_E0618,,Active,,Less than 50 pct obligated,149.65953845,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1369,
8,J5026_J5024,,Active,,Less than 50 pct obligated,26.10910346,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,1370,
8,K0356_K0353,,Active,,Less than 50 pct obligated,333.12557372,PVC,,Oak Springs Subdivision Phase 3,,2007,,City of Bozeman,1371,
8,K0363_K0362,,Active,,Less than 50 pct obligated,160.47685945,PVC,,Oak Springs Subdivision Phase 4,,2007,,City of Bozeman,1372,
8,K0362_K0356,,Active,,Less than 50 pct obligated,305.04109973,PVC,,Oak Springs Subdivision Phase 4,,2007,,City of Bozeman,1373,
8,K0359_K0356,,Active,,Less than 50 pct obligated,398.24792802,PVC,,Oak Springs Subdivision Phase 4,,2007,,City of Bozeman,1374,
8,K0360_K0357,,Active,,Less than 50 pct obligated,303.67914556,PVC,,Oak Springs Subdivision Phase 4,,2007,,City of Bozeman,1375,
8,K0361_K0360,,Active,,Less than 50 pct obligated,277.75976374,PVC,,Oak Springs Subdivision Phase 4,,2007,,City of Bozeman,1376,
8,K0357_K0355,,Active,,Less than 50 pct obligated,346.45964533,PVC,,Oak Springs Subdivision Phase 3,,2007,,City of Bozeman,1377,
8,K0358_K0357,,Active,,Less than 50 pct obligated,300.35340332,PVC,,Oak Springs Subdivision Phase 4,,2007,,City of Bozeman,1378,
24,K04101_K04110,,Active,,Less than 50 pct obligated,109.43073122,PVC,,Meadow Creek Sub - Sewer Outfall Middle,,2007,,City of Bozeman,1379,
24,K04110_K0492,,Active,,Less than 50 pct obligated,62.90633782,PVC,,Meadow Creek Sub - Sewer Outfall Middle,,2007,,City of Bozeman,1380,
8,E0606_E0605,,Active,,Less than 50 pct obligated,377.38135605,VCP,,Private - Hillcrest Community,,2000,,Private,1381,
8,E0617_E0616,,Active,,Less than 50 pct obligated,81.06856091,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1382,
8,E0624_E0623,,Active,,Less than 50 pct obligated,196.58399349,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1383,
8,E0623_E0622,,Active,,Less than 50 pct obligated,188.92093535,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1384,
8,E0627_E0605,,Active,,Less than 50 pct obligated,9.34785908,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1385,
8,E0612_E0627,,Active,,Less than 50 pct obligated,194.41519795,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1386,
8,E0622_E0612,,Active,,Less than 50 pct obligated,301.92876472,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1387,
8,E0626_E0612,,Active,,Less than 50 pct obligated,89.15251879,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1388,
8,C0528_C0527,,Active,,Less than 50 pct obligated,134.98831757,PVC,,Saddle View Apartments,,2007,,City of Bozeman,1389,
8,M0343_M0342,,Active,,Less than 50 pct obligated,135.17286779,PVC,,Baxter Creek Condos,,2007,,City of Bozeman,1390,
8,M0341_N0343,,Active,,Less than 50 pct obligated,73.64154202,PVC,,Baxter Creek Condos,,2007,,City of Bozeman,1391,
8,M0342_M0341,,Active,,Less than 50 pct obligated,75.53621436,PVC,,Baxter Creek Condos,,2007,,City of Bozeman,1392,
8,M0340_M0341,,Active,,Less than 50 pct obligated,270.49700357,PVC,,Baxter Creek Condos,,2007,,City of Bozeman,1393,
8,M0339_M0340,,Active,,Less than 50 pct obligated,182.23451937,PVC,,Baxter Creek Condos,,2007,,City of Bozeman,1394,
8,E0616_E0615,,Active,,Less than 50 pct obligated,121.74808734,PVC,,The Knolls at Hillcrest Subdivision,,2007,,City of Bozeman,1395,
8,K0454_K0455,,Active,,Less than 50 pct obligated,174.8638431,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,1396,
8,K0465_K0454,,Active,,Less than 50 pct obligated,344.84684327,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,1397,
8,K0453_K0454,,Active,,Less than 50 pct obligated,304.03012961,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,1398,
8,K0452_K0453,,Active,,Less than 50 pct obligated,283.96194321,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,1399,
8,K0451_K0452,,Active,,Less than 50 pct obligated,383.04735167,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,1400,
8,K0450_K0451,,Active,,Less than 50 pct obligated,367.39309289,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,1401,
8,K0449_K0450,,Active,,Less than 50 pct obligated,360.99540184,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,1402,
8,K0448_K0449,,Active,,Less than 50 pct obligated,359.44108127,PVC,,Cascade Subdivision Phase 1&3,,1992,,City of Bozeman,1403,
